GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CBC001
"G4500070070","1970","South Carolina","45","Anderson","007","Starr Division","070",,,,,,,,,,,,"Starr Division",3619
"G4500070075","1970","South Carolina","45","Anderson","007","Williamston Division","075",,,,,,,,,,,,"Williamston Division",3991
"G4500070080","1970","South Carolina","45","Anderson","007","Williamston Rural Division","080",,,,,,,,,,,,"Williamston Rural Division",2780
"G4500090005","1970","South Carolina","45","Bamberg","009","Bamberg Division","005",,,,,,,,,,,,"Bamberg Division",6244
"G4500090010","1970","South Carolina","45","Bamberg","009","Denmark Division","010",,,,,,,,,,,,"Denmark Division",6205
"G4500090015","1970","South Carolina","45","Bamberg","009","Ehrhardt Division","015",,,,,,,,,,,,"Ehrhardt Division",1754
"G4500090020","1970","South Carolina","45","Bamberg","009","Olar Division","020",,,,,,,,,,,,"Olar Division",1747
"G4500110005","1970","South Carolina","45","Barnwell","011","Barnwell Division","005",,,,,,,,,,,,"Barnwell Division",6962
"G4500110010","1970","South Carolina","45","Barnwell","011","Blackville Division","010",,,,,,,,,,,,"Blackville Division",3915
"G4500110015","1970","South Carolina","45","Barnwell","011","Kline-Snelling Division","015",,,,,,,,,,,,"Kline-Snelling Division",1838
"G4500110020","1970","South Carolina","45","Barnwell","011","Williston Division","020",,,,,,,,,,,,"Williston Division",4461
"G4500130005","1970","South Carolina","45","Beaufort","013","Beaufort Division","005",,,,,,,,,,,,"Beaufort Division",22382
"G4500130010","1970","South Carolina","45","Beaufort","013","Bluffton Division","010",,,,,,,,,,,,"Bluffton Division",5252
"G4500130015","1970","South Carolina","45","Beaufort","013","Port Royal Division","015",,,,,,,,,,,,"Port Royal Division",15254
"G4500130020","1970","South Carolina","45","Beaufort","013","St Helena Division","020",,,,,,,,,,,,"St Helena Division",5718
"G4500130025","1970","South Carolina","45","Beaufort","013","Sheldon Division","025",,,,,,,,,,,,"Sheldon Division",2530
"G4500150005","1970","South Carolina","45","Berkeley","015","Bonneau Division","005",,,,,"1440",,,,,,,"Bonneau Division",4472
"G4500150010","1970","South Carolina","45","Berkeley","015","Cordesville Division","010",,,,,"1440",,,,,,,"Cordesville Division",2620
"G4500150015","1970","South Carolina","45","Berkeley","015","Cross Division","015",,,,,"1440",,,,,,,"Cross Division",3723
"G4500150020","1970","South Carolina","45","Berkeley","015","Huger-Wando Division","020",,,,,"1440",,,,,,,"Huger-Wando Division",1942
"G4500150025","1970","South Carolina","45","Berkeley","015","Moncks Corner Division","025",,,,,"1440",,,,,,,"Moncks Corner Division",6904
"G4500150030","1970","South Carolina","45","Berkeley","015","Mount Holly Division","030",,,,,"1440",,,,,,,"Mount Holly Division",30411
"G4500150035","1970","South Carolina","45","Berkeley","015","St Stephens Division","035",,,,,"1440",,,,,,,"St Stephens Division",6127
"G4500170005","1970","South Carolina","45","Calhoun","017","Cameron Division","005",,,,,,,,,,,,"Cameron Division",2469
"G4500170010","1970","South Carolina","45","Calhoun","017","Fort Motte-Lone Star Division","010",,,,,,,,,,,,"Fort Motte-Lone Star Division",1335
"G4500170015","1970","South Carolina","45","Calhoun","017","St Matthews Division","015",,,,,,,,,,,,"St Matthews Division",4750
"G4500170020","1970","South Carolina","45","Calhoun","017","Sandy Run-Center Hill Division","020",,,,,,,,,,,,"Sandy Run-Center Hill Division",2226
"G4500190003","1970","South Carolina","45","Charleston","019","Bear Swamp Division","003",,,,,"1440",,,,,,,"Bear Swamp Division",3472
"G4500190005","1970","South Carolina","45","Charleston","019","Charleston Division","005",,,,,"1440",,,,,,,"Charleston Division",84738
"G4500190010","1970","South Carolina","45","Charleston","019","Chicora Division","010",,,,,"1440",,,,,,,"Chicora Division",20156
"G4500190015","1970","South Carolina","45","Charleston","019","Edisto Island Division","015",,,,,"1440",,,,,,,"Edisto Island Division",1374
"G4500190020","1970","South Carolina","45","Charleston","019","Goose Creek Division","020",,,,,"1440",,,,,,,"Goose Creek Division",30198
"G4500190025","1970","South Carolina","45","Charleston","019","James Island Division","025",,,,,"1440",,,,,,,"James Island Division",24197
"G4500190030","1970","South Carolina","45","Charleston","019","Johns Island Division","030",,,,,"1440",,,,,,,"Johns Island Division",7530
"G4500190035","1970","South Carolina","45","Charleston","019","Mc Clellanville Division","035",,,,,"1440",,,,,,,"Mc Clellanville Division",4094
"G4500190040","1970","South Carolina","45","Charleston","019","Mount Pleasant Division","040",,,,,"1440",,,,,,,"Mount Pleasant Division",18440
"G4500190045","1970","South Carolina","45","Charleston","019","Noisette Creek Division","045",,,,,"1440",,,,,,,"Noisette Creek Division",6522
"G4500190050","1970","South Carolina","45","Charleston","019","North Charleston Division","050",,,,,"1440",,,,,,,"North Charleston Division",19854
"G4500190055","1970","South Carolina","45","Charleston","019","Rosemont Division","055",,,,,"1440",,,,,,,"Rosemont Division",4106
"G4500190065","1970","South Carolina","45","Charleston","019","St Pauls Division","065",,,,,"1440",,,,,,,"St Pauls Division",9235
"G4500190070","1970","South Carolina","45","Charleston","019","Wadmalaw Island Division","070",,,,,"1440",,,,,,,"Wadmalaw Island Division",2024
"G4500190075","1970","South Carolina","45","Charleston","019","Waylyn Division","075",,,,,"1440",,,,,,,"Waylyn Division",11710
"G4500210005","1970","South Carolina","45","Cherokee","021","Blacksburg Division","005",,,,,,,,,,,,"Blacksburg Division",6574
"G4500210010","1970","South Carolina","45","Cherokee","021","Gaffney Division","010",,,,,,,,,,,,"Gaffney Division",13253
"G4500210015","1970","South Carolina","45","Cherokee","021","Gaffney North Division","015",,,,,,,,,,,,"Gaffney North Division",6716
"G4500210020","1970","South Carolina","45","Cherokee","021","Gaffney South Division","020",,,,,,,,,,,,"Gaffney South Division",4855
"G4500210025","1970","South Carolina","45","Cherokee","021","Morgan Division","025",,,,,,,,,,,,"Morgan Division",3504
"G4500210030","1970","South Carolina","45","Cherokee","021","Southside Division","030",,,,,,,,,,,,"Southside Division",1889
"G4500230005","1970","South Carolina","45","Chester","023","Chester Division","005",,,,,,,,,,,,"Chester Division",7045
"G4500230010","1970","South Carolina","45","Chester","023","Chester East Division","010",,,,,,,,,,,,"Chester East Division",2634
"G4500230015","1970","South Carolina","45","Chester","023","Chester North Division","015",,,,,,,,,,,,"Chester North Division",2665
"G4500230020","1970","South Carolina","45","Chester","023","Chester South Division","020",,,,,,,,,,,,"Chester South Division",3558
"G4500230025","1970","South Carolina","45","Chester","023","Chester West Division","025",,,,,,,,,,,,"Chester West Division",4415
"G4500230030","1970","South Carolina","45","Chester","023","Great Falls Division","030",,,,,,,,,,,,"Great Falls Division",5372
"G4500230035","1970","South Carolina","45","Chester","023","Landsford Division","035",,,,,,,,,,,,"Landsford Division",2255
"G4500230040","1970","South Carolina","45","Chester","023","Richburg Division","040",,,,,,,,,,,,"Richburg Division",1867
"G4500250005","1970","South Carolina","45","Chesterfield","025","Cheraw Division","005",,,,,,,,,,,,"Cheraw Division",5627
"G4500250010","1970","South Carolina","45","Chesterfield","025","Cheraw North Division","010",,,,,,,,,,,,"Cheraw North Division",3206
"G4500250015","1970","South Carolina","45","Chesterfield","025","Cheraw South Division","015",,,,,,,,,,,,"Cheraw South Division",3039
"G4500250020","1970","South Carolina","45","Chesterfield","025","Chesterfield East Division","020",,,,,,,,,,,,"Chesterfield East Division",3155
"G4500250025","1970","South Carolina","45","Chesterfield","025","Chesterfield West Division","025",,,,,,,,,,,,"Chesterfield West Division",2893
"G4500250030","1970","South Carolina","45","Chesterfield","025","Jefferson Division","030",,,,,,,,,,,,"Jefferson Division",2739
"G4500250035","1970","South Carolina","45","Chesterfield","025","Mc Bee Division","035",,,,,,,,,,,,"Mc Bee Division",1572
"G4500250040","1970","South Carolina","45","Chesterfield","025","Mount Croghan Division","040",,,,,,,,,,,,"Mount Croghan Division",2238
"G4500250045","1970","South Carolina","45","Chesterfield","025","Pageland Division","045",,,,,,,,,,,,"Pageland Division",5673
"G4500250050","1970","South Carolina","45","Chesterfield","025","Patrick Division","050",,,,,,,,,,,,"Patrick Division",3525
"G4500270005","1970","South Carolina","45","Clarendon","027","Alcolu Division","005",,,,,,,,,,,,"Alcolu Division",2298
"G4500270010","1970","South Carolina","45","Clarendon","027","Manning Division","010",,,,,,,,,,,,"Manning Division",4025
"G4500270015","1970","South Carolina","45","Clarendon","027","Manning East Division","015",,,,,,,,,,,,"Manning East Division",1845
"G4500270020","1970","South Carolina","45","Clarendon","027","Manning West Division","020",,,,,,,,,,,,"Manning West Division",3959
"G4500270025","1970","South Carolina","45","Clarendon","027","Paxville Division","025",,,,,,,,,,,,"Paxville Division",1935
"G4500270030","1970","South Carolina","45","Clarendon","027","Sardinia Division","030",,,,,,,,,,,,"Sardinia Division",2100
"G4500270035","1970","South Carolina","45","Clarendon","027","Summerton East Division","035",,,,,,,,,,,,"Summerton East Division",3078
"G4500270040","1970","South Carolina","45","Clarendon","027","Summerton West Division","040",,,,,,,,,,,,"Summerton West Division",3398
"G4500270045","1970","South Carolina","45","Clarendon","027","Turbeville Division","045",,,,,,,,,,,,"Turbeville Division",2966
"G4500290005","1970","South Carolina","45","Colleton","029","Broxton Division","005",,,,,,,,,,,,"Broxton Division",1884
"G4500290010","1970","South Carolina","45","Colleton","029","Cottageville Division","010",,,,,,,,,,,,"Cottageville Division",2629
"G4500290015","1970","South Carolina","45","Colleton","029","Green Pond Division","015",,,,,,,,,,,,"Green Pond Division",1765
"G4500290020","1970","South Carolina","45","Colleton","029","Hendersonville Division","020",,,,,,,,,,,,"Hendersonville Division",4124
"G4500290025","1970","South Carolina","45","Colleton","029","Smoaks Division","025",,,,,,,,,,,,"Smoaks Division",1898
"G4500290030","1970","South Carolina","45","Colleton","029","Walterboro Division","030",,,,,,,,,,,,"Walterboro Division",6257
"G4500290035","1970","South Carolina","45","Colleton","029","Walterboro North Division","035",,,,,,,,,,,,"Walterboro North Division",5130
"G4500290040","1970","South Carolina","45","Colleton","029","Walterboro South Division","040",,,,,,,,,,,,"Walterboro South Division",3935
"G4500310005","1970","South Carolina","45","Darlington","031","Darlington Division","005",,,,,,,,,,,,"Darlington Division",6990
"G4500310010","1970","South Carolina","45","Darlington","031","Darlington North Division","010",,,,,,,,,,,,"Darlington North Division",4725
"G4500310015","1970","South Carolina","45","Darlington","031","Darlington South Division","015",,,,,,,,,,,,"Darlington South Division",6703
"G4500310020","1970","South Carolina","45","Darlington","031","Hartsville Division","020",,,,,,,,,,,,"Hartsville Division",8017
"G4500310025","1970","South Carolina","45","Darlington","031","Hartsville North Division","025",,,,,,,,,,,,"Hartsville North Division",6875
"G4500310030","1970","South Carolina","45","Darlington","031","Hartsville Southeast Division","030",,,,,,,,,,,,"Hartsville Southeast Division",3432
"G4500310035","1970","South Carolina","45","Darlington","031","Hartsville Southwest Division","035",,,,,,,,,,,,"Hartsville Southwest Division",6578
"G4500310040","1970","South Carolina","45","Darlington","031","Lake Swamp Division","040",,,,,,,,,,,,"Lake Swamp Division",3105
"G4500310045","1970","South Carolina","45","Darlington","031","Lamar Division","045",,,,,,,,,,,,"Lamar Division",3641
"G4500310050","1970","South Carolina","45","Darlington","031","Society Hill Division","050",,,,,,,,,,,,"Society Hill Division",3376
"G4500330005","1970","South Carolina","45","Dillon","033","Dillon Division","005",,,,,,,,,,,,"Dillon Division",5991
"G4500330010","1970","South Carolina","45","Dillon","033","Dillon East Division","010",,,,,,,,,,,,"Dillon East Division",5630
"G4500330015","1970","South Carolina","45","Dillon","033","Dillon West Division","015",,,,,,,,,,,,"Dillon West Division",2720
"G4500330020","1970","South Carolina","45","Dillon","033","Lakeview Division","020",,,,,,,,,,,,"Lakeview Division",4965
"G4500330025","1970","South Carolina","45","Dillon","033","Latta East Division","025",,,,,,,,,,,,"Latta East Division",4301
"G4500330030","1970","South Carolina","45","Dillon","033","Latta West Division","030",,,,,,,,,,,,"Latta West Division",2521
"G4500330035","1970","South Carolina","45","Dillon","033","Little Rock Division","035",,,,,,,,,,,,"Little Rock Division",2710
"G4500350005","1970","South Carolina","45","Dorchester","035","Harleyville Division","005",,,,,,,,,,,,"Harleyville Division",4480
"G4500350010","1970","South Carolina","45","Dorchester","035","Reevesville Division","010",,,,,,,,,,,,"Reevesville Division",2257
"G4500350015","1970","South Carolina","45","Dorchester","035","Ridgeville Division","015",,,,,,,,,,,,"Ridgeville Division",2797
"G4500350020","1970","South Carolina","45","Dorchester","035","Saint George Division","020",,,,,,,,,,,,"Saint George Division",4071
"G4500350025","1970","South Carolina","45","Dorchester","035","Summerville Division","025",,,,,,,,,,,,"Summerville Division",18671
"G4500370005","1970","South Carolina","45","Edgefield","037","Edgefield Division","005",,,,,,,,,,,,"Edgefield Division",2750
"G4500370010","1970","South Carolina","45","Edgefield","037","Edgefield North Division","010",,,,,,,,,,,,"Edgefield North Division",1252
"G4500370015","1970","South Carolina","45","Edgefield","037","Edgefield South Division","015",,,,,,,,,,,,"Edgefield South Division",1332
"G4500370020","1970","South Carolina","45","Edgefield","037","Johnston Division","020",,,,,,,,,,,,"Johnston Division",4916
"G4500370025","1970","South Carolina","45","Edgefield","037","Meriwether Division","025",,,,,,,,,,,,"Meriwether Division",2722
"G4500370030","1970","South Carolina","45","Edgefield","037","Pleasant Lane Division","030",,,,,,,,,,,,"Pleasant Lane Division",1295
"G4500370035","1970","South Carolina","45","Edgefield","037","Trenton Division","035",,,,,,,,,,,,"Trenton Division",1425
"G4500390005","1970","South Carolina","45","Fairfield","039","Monticello-Salem Division","005",,,,,,,,,,,,"Monticello-Salem Division",2508
"G4500390010","1970","South Carolina","45","Fairfield","039","Ridgeway Division","010",,,,,,,,,,,,"Ridgeway Division",3465
"G4500390015","1970","South Carolina","45","Fairfield","039","Winnsboro North Division","015",,,,,,,,,,,,"Winnsboro North Division",3394
"G4500390020","1970","South Carolina","45","Fairfield","039","Winnsboro South Division","020",,,,,,,,,,,,"Winnsboro South Division",10632
"G4500410005","1970","South Carolina","45","Florence","041","Cowards Division","005",,,,,,,,,,,,"Cowards Division",2492
"G4500410010","1970","South Carolina","45","Florence","041","Effingham Division","010",,,,,,,,,,,,"Effingham Division",4732
"G4500410015","1970","South Carolina","45","Florence","041","Florence Division","015",,,,,,,,,,,,"Florence Division",25997
"G4500410020","1970","South Carolina","45","Florence","041","Florence East Division","020",,,,,,,,,,,,"Florence East Division",9144
"G4500410025","1970","South Carolina","45","Florence","041","Florence West Division","025",,,,,,,,,,,,"Florence West Division",11079
"G4500410030","1970","South Carolina","45","Florence","041","Johnsonville Division","030",,,,,,,,,,,,"Johnsonville Division",4906
"G4500410035","1970","South Carolina","45","Florence","041","Lake City Division","035",,,,,,,,,,,,"Lake City Division",8479
"G4500410040","1970","South Carolina","45","Florence","041","Olanta Division","040",,,,,,,,,,,,"Olanta Division",3508
"G4500410045","1970","South Carolina","45","Florence","041","Pamplico Northeast Division","045",,,,,,,,,,,,"Pamplico Northeast Division",1583
"G4500410050","1970","South Carolina","45","Florence","041","Pamplico Northwest Division","050",,,,,,,,,,,,"Pamplico Northwest Division",4680
"G4500410055","1970","South Carolina","45","Florence","041","Pamplico South Division","055",,,,,,,,,,,,"Pamplico South Division",3627
"G4500410060","1970","South Carolina","45","Florence","041","Sardis Division","060",,,,,,,,,,,,"Sardis Division",2862
"G4500410065","1970","South Carolina","45","Florence","041","Scranton Division","065",,,,,,,,,,,,"Scranton Division",3283
